n,true_cv,true_M,cv_hat,M_hat,cost_unif_chebyshev,cost_unif_bernstein,cost_is,tau,branch_taken,oracle_decision,rel_error,in_borderline
5000,3.05512119238724,33.62125804296652,0.9613031318828953,6.792900486655944,5000,5000,3415.3944697579104,0.5,is,is,0.010598792120996136,1
5000,3.0106207049135034,32.90968384374054,0.5912230920244842,4.033183476743277,5000,5000,3415.3944697579104,0.5,is,is,0.01826055960634987,1
5000,0.6966747062003946,7.519776239119451,0.9516234067324957,6.7441357963039765,4853.5564625940615,779.9280568408838,3415.3944697579104,0.5,is,uniform,0.0010240821461157497,0
5000,0.7118330565326979,11.001515450812754,0.5576799225734306,2.717677904392127,5000,925.5349606766966,3415.3944697579104,0.5,is,uniform,0.012865482097835038,0
5000,0.65806351816426,9.25657713996702,0.4472394723461227,2.6324087186905003,4330.475939387233,785.8466069380014,3415.3944697579104,0.5,uniform,uniform,0.015353080550074942,0
5000,1.324498034040619,12.321985384365552,0.815365767487658,5.23857459510588,5000,2294.2009719524963,3415.3944697579104,0.5,is,uniform,0.042080483748301166,0
5000,1.3258723349377788,12.187571001132723,1.5739485044982906,9.256617890785538,5000,2293.3128965373376,3415.3944697579104,0.5,is,uniform,0.0010202584137424964,0
5000,1.3582145587406718,12.411829353085658,1.006922339138419,6.416015028767191,5000,2393.222861712485,3415.3944697579104,0.5,is,uniform,0.004101509983148689,0
5000,3.273305510801266,25.581420388004364,3.046175055374048,15.67971713767024,5000,5000,3415.3944697579104,0.5,is,is,0.00738634696605,1
5000,3.270192893939796,25.42383972037984,3.1150742563029117,16.40224474206916,5000,5000,3415.3944697579104,0.5,is,is,0.013633009443453152,1
5000,3.2584141459449203,25.386482551776233,3.1365856249480735,16.700249173838543,5000,5000,3415.3944697579104,0.5,is,is,0.002919273708511451,1
5000,0.6808824421638225,9.063293680601529,0.6704968855864104,3.97912683163259,4636.00900046971,811.3956486802743,3415.3944697579104,0.5,is,uniform,0.016370233594797712,0
5000,0.6814735797847691,8.168079323694936,0.5970889446530357,3.0202777888577197,4644.06239944668,780.6281727935872,3415.3944697579104,0.5,is,uniform,0.001010312708450065,0
5000,0.6730762768779296,7.51328610662532,0.6640731746834492,4.046267052140651,4530.316744958553,745.4462794393922,3415.3944697579104,0.5,is,uniform,0.0016521089636648933,0
5000,1.5610511723927194,9.482297366454727,1.6772203209337342,9.115754859229668,5000,2917.208338590139,3415.3944697579104,0.5,is,uniform,0.009841970832473002,0
5000,1.5983515327881193,10.05179141412876,1.7554621749101247,7.24033943956772,5000,3062.202085772467,3415.3944697579104,0.5,is,uniform,0.017134631041217603,0
5000,1.564054233622819,9.903368559014538,1.622630102478952,5.962983107870528,5000,2942.026281598381,3415.3944697579104,0.5,is,uniform,0.012152951838339126,0
5000,3.0064614329892705,15.45576789854595,2.704377578197975,10.830149346627001,5000,5000,3415.3944697579104,0.5,is,is,0.002377894935403327,1
5000,2.975958669383625,15.516826552718598,2.9114958585044923,12.490984879727977,5000,5000,3415.3944697579104,0.5,is,is,0.006342343537128358,1
5000,2.994754765488841,15.286751648815459,0.550565551042951,3.169982803118069,5000,5000,3415.3944697579104,0.5,is,is,0.006243665275108078,1
5000,0.6452892873409604,7.975916618900835,0.9868876391383973,7.154424908004009,4163.982643570044,722.9682813290447,3415.3944697579104,0.5,is,uniform,0.007931339650088886,0
5000,0.6342794906340355,7.439749972949388,0.5040118355252438,2.667413210961817,4023.1047223897153,689.1014222579303,3415.3944697579104,0.5,is,uniform,0.00822629391482367,0
5000,0.6753511690743486,10.273263459798766,0.6237550676947502,3.6630558055097446,4560.992015700892,846.1850654440004,3415.3944697579104,0.5,is,uniform,0.014184069217760832,0
5000,1.5642034237759075,7.461215325213151,1.469615200634466,6.086143739213285,5000,2856.258812823272,3415.3944697579104,0.5,is,uniform,0.012534515770901283,0
5000,1.6069129255861263,7.627573339463385,1.6507672998115204,8.18494420737055,5000,3005.6523591964697,3415.3944697579104,0.5,is,uniform,0.01791221118760995,0
5000,1.5835535573326203,7.463665704236842,1.6392715865097496,5.876439714030102,5000,2920.888956784179,3415.3944697579104,0.5,is,uniform,0.0210567438362117,0
5000,2.4387528204411435,9.085143647908605,2.6961191077384914,10.257719883655279,5000,5000,3415.3944697579104,0.5,is,is,0.027661875401581222,0
